EmployeeID,Employee_Name,Gender,BusinessTravel,Department,DistanceFromHome KM,State,Ethnicity,Education,EducationField,JobRole,MaritalStatus,StockOptionLevel,OverTime,HireDate,Attrition,YearsAtCompany,YearsInMostRecentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age,Age_Group,Full_State_Name,Salary,Salary_Bin,EducationLevel
9412-7AA6,Edith Middis,Non-Binary,Some Travel,Technology,10,CA,White,3,Information Systems,Data Scientist,Single,0,FALSE,19/04/2015,FALSE,7,1,5,5,27,25-31,California,45438,Under 50k,Bachelors 
B995-E5CE,Anitra Korfmann,Non-Binary,Some Travel,Technology,2,CA,Mixed or multiple ethnic groups,4,Computer Science,Data Scientist,Married,1,FALSE,10/10/2015,FALSE,7,6,7,4,27,25-31,California,39198,Under 50k,Masters 
DA8E-9496,Tobias Polkinghorne,Male,Some Travel,Technology,22,CA,White,2,Computer Science,Data Scientist,Single,0,TRUE,4/10/2016,TRUE,3,1,1,2,27,25-31,California,56449,Unknown,High School 
8FB2-4CE0,Kurtis Plane,Male,Some Travel,Technology,14,IL,White,4,Computer Science,Data Scientist,Single,0,FALSE,6/12/2016,TRUE,2,1,1,1,27,25-31,Illinois,37545,Under 50k,Masters 
B4E1-4A3E,Beckie Tawn,Female,Some Travel,Technology,12,CA,White,2,Computer Science,Data Scientist,Married,1,FALSE,31/03/2014,TRUE,4,1,3,2,28,25-31,California,115895,Unknown,High School 
ABB5-0B95,Thomasine Odell,Non-Binary,No Travel ,Technology,26,CA,Mixed or multiple ethnic groups,5,Computer Science,Data Scientist,Married,3,FALSE,30/09/2015,FALSE,7,1,3,4,28,25-31,California,112175,Unknown,Doctorate
CC8A-0B1F,Letta Van der Kruys,Female,Some Travel,Technology,23,CA,Mixed or multiple ethnic groups,2,Business Studies,Data Scientist,Married,1,FALSE,27/06/2014,TRUE,5,4,4,0,28,25-31,California,65328,Unknown,High School 
3560-C117,Allyson Kordas,Female,Frequent Traveller,Technology,4,CA,Mixed or multiple ethnic groups,3,Computer Science,Data Scientist,Married,1,TRUE,9/05/2012,TRUE,2,0,0,0,28,25-31,California,65659,Unknown,Bachelors 
65A0-5D04,Ginnifer Grigoletti,Female,Frequent Traveller,Technology,20,CA,Black or African American,1,Computer Science,Data Scientist,Married,3,FALSE,2/06/2015,FALSE,7,6,6,4,28,25-31,California,62016,Unknown,No Formal Qualifications
B013-7D0C,Carline Mort,Female,Some Travel,Technology,24,CA,Mixed or multiple ethnic groups,3,Information Systems,Data Scientist,Married,1,TRUE,30/08/2013,TRUE,1,1,1,0,28,25-31,California,46313,Under 50k,Bachelors 
9FE1-0345,Eldridge Artois,Male,Some Travel,Technology,6,CA,White,1,Information Systems,Data Scientist,Single,0,FALSE,21/04/2012,FALSE,10,6,10,7,28,25-31,California,87175,Unknown,No Formal Qualifications
9F65-F612,Patrice Wearing,Female,Some Travel,Technology,33,CA,Asian or Asian American,3,Computer Science,Data Scientist,Single,0,FALSE,23/04/2012,TRUE,3,3,3,2,28,25-31,California,54536,Unknown,Bachelors 
93B1-6510,Giraldo Matyashev,Male,No Travel ,Technology,30,CA,White,3,Computer Science,Data Scientist,Single,0,FALSE,23/02/2015,FALSE,7,1,4,2,28,25-31,California,52930,Unknown,Bachelors 
0CF8-1EBD,Franciska Cubbin,Female,Frequent Traveller,Technology,38,CA,Mixed or multiple ethnic groups,4,Computer Science,Data Scientist,Married,2,FALSE,28/03/2015,FALSE,7,1,3,6,28,25-31,California,87704,Unknown,Masters 
FADE-8191,Venita MacCague,Non-Binary,Some Travel,Technology,42,NY,White,4,Computer Science,Data Scientist,Married,1,FALSE,20/07/2020,FALSE,2,0,1,0,28,25-31,New York,85987,Unknown,Masters 
E099-3FCC,Haywood Ruprich,Male,Some Travel,Technology,15,NY,White,3,Computer Science,Data Scientist,Married,2,FALSE,12/02/2015,FALSE,7,3,6,5,28,25-31,New York,83951,Unknown,Bachelors 
F72D-261D,Giustino Boyan,Male,Frequent Traveller,Technology,5,NY,Mixed or multiple ethnic groups,3,Information Systems,Data Scientist,Single,0,TRUE,6/01/2014,TRUE,1,0,1,0,28,25-31,New York,76133,Unknown,Bachelors 
FE2B-3DC7,Mattie Wippermann,Female,Some Travel,Technology,23,NY,White,3,Information Systems,Data Scientist,Married,3,TRUE,7/05/2012,TRUE,5,3,4,5,28,25-31,New York,35606,Under 50k,Bachelors 
D6BB-FEDF,Galen Rocca,Male,Frequent Traveller,Technology,40,NY,White,5,Information Systems,Data Scientist,Divorced,1,TRUE,19/11/2015,FALSE,7,1,3,1,28,25-31,New York,109172,Unknown,Doctorate
1F0F-458C,Carrie Scroyton,Female,Some Travel,Technology,3,NY,White,3,Business Studies,Data Scientist,Divorced,2,TRUE,11/04/2013,TRUE,5,1,3,1,29,25-31,New York,60388,Unknown,Bachelors 
CC2F-670E,Blake Louys,Male,Frequent Traveller,Technology,26,CA,White,3,Computer Science,Data Scientist,Single,0,TRUE,23/02/2013,TRUE,6,5,5,2,29,25-31,California,78541,Unknown,Bachelors 
2F98-E645,Monah Fivey,Female,Frequent Traveller,Technology,17,CA,Black or African American,3,Computer Science,Data Scientist,Married,1,TRUE,25/02/2014,TRUE,5,2,5,2,29,25-31,California,105554,Unknown,Bachelors 
D4D5-27FB,Bengt Keaves,Male,Some Travel,Technology,36,NY,White,1,Information Systems,Data Scientist,Divorced,3,FALSE,20/11/2014,TRUE,6,5,5,5,29,25-31,New York,86428,Unknown,No Formal Qualifications
0D8F-C0F3,Cathrine Lankford,Female,Some Travel,Technology,44,CA,Asian or Asian American,3,Business Studies,Data Scientist,Divorced,1,FALSE,10/06/2013,TRUE,1,0,0,0,29,25-31,California,67578,Unknown,Bachelors 
C525-8BB9,Briggs Pettet,Male,Some Travel,Technology,14,NY,Black or African American,3,Other,Data Scientist,Divorced,1,FALSE,10/04/2013,FALSE,9,2,7,9,29,25-31,New York,70872,Unknown,Bachelors 
D970-9F5E,Lilla Ledamun,Female,Some Travel,Technology,36,CA,Asian or Asian American,3,Computer Science,Data Scientist,Married,0,FALSE,29/05/2014,TRUE,6,1,1,1,29,25-31,California,46813,Under 50k,Bachelors 
DF71-97FB,Carlyle Tinghill,Male,No Travel ,Technology,12,IL,White,4,Computer Science,Data Scientist,Married,0,FALSE,14/05/2014,FALSE,8,3,5,8,29,25-31,Illinois,62756,Unknown,Masters 
7EE7-2C43,Tobye Dietmar,Female,Some Travel,Technology,9,NY,Black or African American,4,Computer Science,Data Scientist,Single,0,TRUE,26/10/2013,TRUE,7,2,3,2,29,25-31,New York,48321,Under 50k,Masters 
81BE-17CD,Frederick Cheley,Male,Frequent Traveller,Technology,33,CA,White,2,Computer Science,Data Scientist,Single,0,TRUE,18/12/2013,FALSE,9,1,5,5,30,25-31,California,35126,Under 50k,High School 
B52E-BF41,Salomi Finlry,Female,Some Travel,Technology,26,NY,Black or African American,4,Computer Science,Data Scientist,Married,2,FALSE,4/12/2013,FALSE,9,9,9,9,30,25-31,New York,36280,Under 50k,Masters 
819A-2C9C,Hillary Atchly,Male,No Travel ,Technology,7,NY,American Indian or Alaska Native,3,Computer Science,Data Scientist,Married,1,TRUE,14/08/2013,FALSE,9,2,4,8,30,25-31,New York,138989,Unknown,Bachelors 
FD95-9EEB,Sasha Incogna,Male,Some Travel,Technology,19,IL,White,4,Business Studies,Data Scientist,Single,0,TRUE,19/11/2020,TRUE,0,0,0,0,30,25-31,Illinois,96187,Unknown,Masters 
45D2-369E,Melvin McGeneay,Male,Some Travel,Technology,7,CA,White,1,Information Systems,Data Scientist,Married,1,FALSE,7/06/2013,FALSE,9,8,9,8,30,25-31,California,70182,Unknown,No Formal Qualifications
1054-9C3B,Elizabeth Babbe,Female,Some Travel,Technology,1,IL,Asian or Asian American,4,Other,Data Scientist,Married,0,TRUE,21/03/2013,TRUE,1,1,1,0,30,25-31,Illinois,40285,Under 50k,Masters 
5E9A-FE30,Lindy Carratt,Female,Some Travel,Technology,38,CA,White,4,Computer Science,Data Scientist,Married,1,TRUE,24/11/2014,FALSE,8,4,4,1,30,25-31,California,88609,Unknown,Masters 
565B-C207,Seline Ganny,Female,No Travel ,Technology,3,IL,White,3,Information Systems,Data Scientist,Married,1,FALSE,8/05/2013,FALSE,9,4,9,1,30,25-31,Illinois,47338,Under 50k,Bachelors 
19C3-DAE4,Cristiano Brugger,Male,Some Travel,Technology,19,CA,Black or African American,3,Information Systems,Data Scientist,Married,1,FALSE,11/06/2014,FALSE,8,3,3,7,30,25-31,California,53336,Unknown,Bachelors 
66D5-3142,Rivi Salkild,Female,Frequent Traveller,Technology,7,NY,White,3,Business Studies,Data Scientist,Married,1,FALSE,16/12/2019,FALSE,3,0,3,3,30,25-31,New York,175692,150k-300k,Bachelors 
528C-3E0D,Giffer Raspin,Male,Some Travel,Technology,4,CA,Native Hawaiian ,1,Information Systems,Data Scientist,Married,0,TRUE,15/10/2013,TRUE,6,0,3,3,30,25-31,California,42045,Under 50k,No Formal Qualifications
00E4-3D60,Sherilyn Girke,Female,Frequent Traveller,Technology,37,CA,White,1,Business Studies,Data Scientist,Single,0,FALSE,23/06/2022,TRUE,0,0,0,0,30,25-31,California,109778,Unknown,No Formal Qualifications
618D-7685,Maridel O'Hederscoll,Female,Some Travel,Technology,26,CA,White,3,Information Systems,Data Scientist,Single,0,FALSE,15/04/2013,FALSE,9,4,9,1,30,25-31,California,96170,Unknown,Bachelors 
5476-CA0D,Kayley Snoad,Female,Frequent Traveller,Technology,4,NY,Native Hawaiian ,2,Information Systems,Data Scientist,Single,0,FALSE,12/01/2012,TRUE,6,5,5,1,31,25-31,New York,69747,Unknown,High School 
E442-5985,Bear Bertolin,Male,No Travel ,Technology,5,CA,White,4,Computer Science,Data Scientist,Married,1,FALSE,13/09/2022,FALSE,0,0,0,0,32,32-38,California,124429,Unknown,Masters 
C79A-E5E1,Alvera Kulver,Female,Frequent Traveller,Technology,13,CA,White,1,Computer Science,Data Scientist,Divorced,1,TRUE,17/02/2012,TRUE,8,5,7,0,32,32-38,California,48835,Under 50k,No Formal Qualifications
D871-1F74,Beitris Davers,Female,Frequent Traveller,Technology,40,CA,White,5,Computer Science,Data Scientist,Single,0,FALSE,22/06/2014,FALSE,8,0,6,3,32,32-38,California,60759,Unknown,Doctorate
9D3C-DA45,Broddy Jardine,Male,Some Travel,Technology,24,CA,Native Hawaiian ,3,Information Systems,Data Scientist,Married,1,FALSE,12/04/2013,FALSE,9,0,5,2,32,32-38,California,41857,Under 50k,Bachelors 
7FFD-C810,Claresta Impy,Female,Some Travel,Technology,22,IL,White,2,Other,Data Scientist,Married,1,FALSE,30/01/2012,FALSE,10,1,5,1,32,32-38,Illinois,75821,Unknown,High School 
C730-6B13,Ariadne Isakov,Female,Some Travel,Technology,20,IL,Native Hawaiian ,4,Computer Science,Data Scientist,Single,0,FALSE,31/10/2013,FALSE,9,9,9,5,32,32-38,Illinois,85884,Unknown,Masters 
AA87-13D8,Rita Chrismas,Female,Frequent Traveller,Technology,15,CA,White,2,Information Systems,Data Scientist,Married,1,FALSE,10/10/2013,FALSE,9,8,9,8,32,32-38,California,44388,Under 50k,High School 
A2AE-FD61,Conrado Brearley,Male,Some Travel,Technology,30,CA,White,1,Information Systems,Data Scientist,Married,3,FALSE,18/05/2021,FALSE,1,0,1,1,32,32-38,California,89960,Unknown,No Formal Qualifications
73CF-4956,Hannis Waslin,Female,Some Travel,Technology,42,CA,White,4,Computer Science,Data Scientist,Single,0,FALSE,12/01/2012,FALSE,10,4,5,8,32,32-38,California,102022,Unknown,Masters 
CACA-0D62,Zarla Farrans,Female,Some Travel,Technology,33,CA,Mixed or multiple ethnic groups,3,Information Systems,Data Scientist,Married,2,FALSE,9/02/2014,FALSE,8,7,8,8,32,32-38,California,121881,Unknown,Bachelors 
9CE9-B0D5,Hilary McPhee,Male,Some Travel,Technology,31,CA,White,1,Information Systems,Data Scientist,Married,1,FALSE,15/06/2014,FALSE,8,7,8,1,33,32-38,California,60754,Unknown,No Formal Qualifications
3B90-B998,Giffy Rofe,Male,No Travel ,Technology,26,CA,White,3,Computer Science,Data Scientist,Divorced,3,FALSE,29/09/2014,FALSE,8,6,7,2,33,32-38,California,43998,Under 50k,Bachelors 
5C61-8F3A,Dyana Gallie,Female,Some Travel,Technology,5,CA,White,1,Information Systems,Data Scientist,Single,0,TRUE,6/02/2012,FALSE,10,8,9,9,34,32-38,California,127432,Unknown,No Formal Qualifications
10E9-4C86,Ignacius Dockrill,Non-Binary,Frequent Traveller,Technology,12,CA,White,2,Computer Science,Data Scientist,Married,1,TRUE,17/05/2014,FALSE,8,7,7,1,34,32-38,California,44057,Under 50k,High School 
0145-DBFC,Keelia Studde,Female,No Travel ,Technology,8,CA,Asian or Asian American,4,Information Systems,Data Scientist,Single,0,FALSE,10/02/2014,FALSE,8,7,7,7,34,32-38,California,104268,Unknown,Masters 
0C7B-2EA6,Oswell McCloid,Male,Frequent Traveller,Technology,25,NY,Asian or Asian American,2,Other,Data Scientist,Married,1,FALSE,15/09/2013,FALSE,9,5,6,4,34,32-38,New York,39015,Under 50k,High School 
9085-1FE8,Fan Pizey,Female,Some Travel,Technology,32,NY,Mixed or multiple ethnic groups,2,Business Studies,Data Scientist,Married,1,TRUE,15/05/2012,FALSE,10,5,7,4,35,32-38,New York,119917,Unknown,High School 
AFC3-E23F,Julissa Fosbraey,Female,Some Travel,Technology,4,CA,White,2,Computer Science,Data Scientist,Single,0,FALSE,14/05/2021,FALSE,1,1,1,1,35,32-38,California,423941,300k-500k,High School 
372C-E204,Doralia Vassie,Female,Some Travel,Technology,44,NY,White,4,Computer Science,Data Scientist,Single,1,TRUE,21/09/2022,FALSE,0,0,0,0,35,32-38,New York,455643,300k-500k,Masters 
AB5F-244C,Horst Mynett,Male,Some Travel,Technology,7,CA,Black or African American,4,Computer Science,Data Scientist,Divorced,1,FALSE,14/04/2012,FALSE,10,0,7,9,36,32-38,California,73643,Unknown,Masters 
F98B-61B3,Candis Defew,Female,Some Travel,Technology,17,CA,Asian or Asian American,3,Computer Science,Data Scientist,Single,0,FALSE,4/03/2014,FALSE,8,7,7,8,36,32-38,California,72118,Unknown,Bachelors 
F60C-4888,Erin Pickavance,Female,Frequent Traveller,Technology,6,CA,Asian or Asian American,4,Information Systems,Data Scientist,Single,0,TRUE,5/08/2014,FALSE,8,6,7,2,36,32-38,California,51050,Unknown,Masters 
7F91-C628,Bertie Suthren,Non-Binary,Frequent Traveller,Technology,14,IL,White,1,Information Systems,Data Scientist,Single,0,FALSE,7/05/2013,FALSE,9,0,9,5,36,32-38,Illinois,43358,Under 50k,No Formal Qualifications
A31A-A90C,Aleksandr Casetti,Male,Some Travel,Technology,7,CA,Black or African American,3,Information Systems,Data Scientist,Divorced,1,TRUE,28/02/2014,FALSE,8,7,8,2,36,32-38,California,46773,Under 50k,Bachelors 
5B08-EF96,Karlen Gulston,Female,No Travel ,Technology,28,CA,Asian or Asian American,4,Other,Data Scientist,Divorced,2,FALSE,28/05/2012,FALSE,10,10,10,10,36,32-38,California,77136,Unknown,Masters 
A531-8159,Carlyn Pavese,Female,No Travel ,Technology,16,NY,Mixed or multiple ethnic groups,3,Information Systems,Data Scientist,Divorced,2,FALSE,23/02/2012,FALSE,10,1,7,6,37,32-38,New York,82099,Unknown,Bachelors 
327B-F6D3,Codee Jean,Female,Some Travel,Technology,6,CA,Mixed or multiple ethnic groups,2,Computer Science,Data Scientist,Married,1,FALSE,4/10/2013,TRUE,8,3,5,6,37,32-38,California,42188,Under 50k,High School 
9658-7750,Ray Holbie,Female,Some Travel,Technology,40,NY,American Indian or Alaska Native,4,Information Systems,Data Scientist,Married,3,FALSE,11/07/2014,FALSE,8,2,8,6,37,32-38,New York,49550,Under 50k,Masters 
5C48-9106,Darwin Capelle,Male,Frequent Traveller,Technology,15,NY,Black or African American,4,Computer Science,Data Scientist,Married,2,FALSE,15/11/2014,FALSE,8,7,7,5,37,32-38,New York,53929,Unknown,Masters 
30CB-BCD0,Saraann Justice,Female,Frequent Traveller,Technology,31,NY,Black or African American,3,Computer Science,Data Scientist,Married,1,TRUE,27/06/2014,FALSE,8,4,5,2,38,32-38,New York,90187,Unknown,Bachelors 
2A20-28CD,Dody Stiggles,Female,Frequent Traveller,Technology,2,CA,White,4,Computer Science,Data Scientist,Single,0,FALSE,11/08/2014,FALSE,8,7,8,0,38,32-38,California,58828,Unknown,Masters 
D696-9D82,Eberto Flaherty,Male,Some Travel,Technology,39,NY,White,3,Computer Science,Data Scientist,Single,0,FALSE,25/03/2012,FALSE,10,5,10,7,38,32-38,New York,65416,Unknown,Bachelors 
DD78-E811,Addy Slimings,Female,Some Travel,Technology,25,CA,Asian or Asian American,2,Other,Data Scientist,Married,1,FALSE,5/06/2013,FALSE,9,5,6,6,38,32-38,California,60549,Unknown,High School 
F662-DEA5,Morley Dmitriev,Male,Some Travel,Technology,18,CA,Black or African American,2,Information Systems,Data Scientist,Married,0,FALSE,1/03/2013,FALSE,9,3,9,7,38,32-38,California,89362,Unknown,High School 
E7A6-33A3,Amye Townes,Female,Some Travel,Technology,39,IL,White,4,Information Systems,Data Scientist,Married,1,FALSE,23/02/2012,FALSE,10,2,3,9,38,32-38,Illinois,83590,Unknown,Masters 
7F1C-20B8,Page Sculpher,Female,Some Travel,Technology,10,CA,Mixed or multiple ethnic groups,2,Information Systems,Data Scientist,Divorced,1,FALSE,2/07/2013,FALSE,9,9,9,5,39,39-45,California,65796,Unknown,High School 
076F-8AA3,Reese Dibbert,Male,Some Travel,Technology,5,CA,White,2,Computer Science,Data Scientist,Single,0,FALSE,8/03/2012,TRUE,9,6,6,2,39,39-45,California,58685,Unknown,High School 
8365-EB74,Umberto Wallentin,Male,Frequent Traveller,Technology,14,CA,Asian or Asian American,2,Information Systems,Data Scientist,Married,1,FALSE,19/08/2013,FALSE,9,4,9,2,40,39-45,California,43854,Under 50k,High School 
2407-5A4E,Butch Quinby,Male,Some Travel,Technology,22,CA,Black or African American,1,Business Studies,Data Scientist,Married,1,FALSE,6/06/2014,FALSE,8,6,6,3,40,39-45,California,38849,Under 50k,No Formal Qualifications
D69C-8F84,Sada Torrent,Female,Some Travel,Technology,26,CA,Mixed or multiple ethnic groups,3,Information Systems,Data Scientist,Divorced,3,FALSE,6/02/2014,FALSE,8,2,3,6,40,39-45,California,59899,Unknown,Bachelors 
CA75-94D1,Avery Larimer,Male,Some Travel,Technology,16,CA,Black or African American,2,Computer Science,Data Scientist,Married,1,FALSE,17/06/2014,FALSE,8,4,8,4,41,39-45,California,45989,Under 50k,High School 
1359-BEE3,Fawn Pyke,Female,No Travel ,Technology,22,CA,Native Hawaiian ,3,Computer Science,Data Scientist,Married,0,FALSE,9/12/2013,FALSE,9,8,8,7,41,39-45,California,52581,Unknown,Bachelors 
9811-F345,Wells Mulholland,Male,Some Travel,Technology,40,CA,Black or African American,4,Computer Science,Data Scientist,Divorced,1,FALSE,15/08/2013,FALSE,9,9,9,4,42,39-45,California,142075,Unknown,Masters 
D351-C7E4,Doralin Whiley,Female,Some Travel,Technology,9,CA,Asian or Asian American,2,Information Systems,Data Scientist,Married,1,FALSE,23/01/2013,FALSE,9,9,9,6,42,39-45,California,73577,Unknown,High School 
E9B9-3944,Tobit Lowry,Male,Some Travel,Technology,5,NY,Mixed or multiple ethnic groups,1,Computer Science,Data Scientist,Single,0,FALSE,5/05/2012,FALSE,10,4,7,5,42,39-45,New York,47461,Under 50k,No Formal Qualifications
5416-F925,John Tempest,Male,No Travel ,Technology,14,NY,White,1,Computer Science,Data Scientist,Married,0,FALSE,18/06/2014,FALSE,8,2,4,3,43,39-45,New York,76331,Unknown,No Formal Qualifications
05B0-755F,Sollie Arnke,Male,Some Travel,Technology,29,CA,Asian or Asian American,3,Computer Science,Data Scientist,Married,0,FALSE,24/05/2013,FALSE,9,8,8,8,44,39-45,California,57890,Unknown,Bachelors 
EEFC-DEC7,Ezri Cours,Male,Some Travel,Technology,4,NY,Black or African American,4,Other,Data Scientist,Divorced,1,TRUE,18/08/2014,TRUE,8,0,4,1,44,39-45,New York,85523,Unknown,Masters 
FBC2-C5FA,Hillel Quenby,Male,Some Travel,Technology,4,IL,Mixed or multiple ethnic groups,3,Computer Science,Data Scientist,Married,2,FALSE,26/11/2013,FALSE,9,8,9,9,44,39-45,Illinois,74172,Unknown,Bachelors 
7B98-EA6F,Gabriello Clemente,Male,Some Travel,Technology,23,CA,Native Hawaiian ,3,Information Systems,Data Scientist,Single,0,FALSE,13/05/2012,FALSE,10,3,3,8,44,39-45,California,108623,Unknown,Bachelors 
0DBC-596E,Dita Perch,Non-Binary,Some Travel,Technology,14,CA,Black or African American,2,Computer Science,Data Scientist,Single,0,TRUE,6/04/2013,FALSE,9,8,9,9,44,39-45,California,92634,Unknown,High School 
FD3F-5255,Quintilla Wyllt,Female,Some Travel,Technology,2,IL,White,1,Information Systems,Data Scientist,Divorced,3,TRUE,3/03/2012,FALSE,10,5,8,10,45,39-45,Illinois,64795,Unknown,No Formal Qualifications
8BCA-723F,Normy De la Harpe,Male,Some Travel,Technology,24,CA,White,4,Computer Science,Data Scientist,Divorced,1,FALSE,29/06/2014,FALSE,8,8,8,8,46,46-51,California,43487,Under 50k,Masters 
FF14-A43E,Koenraad Nannizzi,Male,Some Travel,Technology,41,NY,American Indian or Alaska Native,1,Computer Science,Data Scientist,Married,0,FALSE,1/02/2012,FALSE,10,3,5,5,47,46-51,New York,40786,Under 50k,No Formal Qualifications
74F2-5C55,Skipper Sambles,Male,Some Travel,Technology,40,NY,White,2,Computer Science,Data Scientist,Single,0,FALSE,12/04/2012,FALSE,10,0,4,7,47,46-51,New York,108798,Unknown,High School 
B990-35DA,Appolonia Francis,Female,Some Travel,Technology,7,CA,White,3,Information Systems,Data Scientist,Married,1,FALSE,27/10/2013,FALSE,9,0,7,8,47,46-51,California,116165,Unknown,Bachelors 
2962-039F,Darice Excell,Female,Some Travel,Technology,5,NY,Mixed or multiple ethnic groups,5,Information Systems,Data Scientist,Single,0,TRUE,6/04/2012,FALSE,10,9,9,0,47,46-51,New York,133616,Unknown,Doctorate
B09D-DFEC,Eustace Skune,Male,Some Travel,Technology,37,CA,White,1,Information Systems,Data Scientist,Married,1,FALSE,6/04/2013,FALSE,9,2,3,7,47,46-51,California,62999,Unknown,No Formal Qualifications
A807-DE5D,Bobbye Alexandrescu,Non-Binary,Some Travel,Technology,13,CA,White,3,Computer Science,Data Scientist,Divorced,1,FALSE,7/01/2014,FALSE,8,2,4,7,47,46-51,California,61915,Unknown,Bachelors 
0CED-EE28,Ruthy Pena,Female,Some Travel,Technology,25,CA,White,1,Computer Science,Data Scientist,Married,0,FALSE,6/03/2012,FALSE,10,4,8,10,48,46-51,California,47464,Under 50k,No Formal Qualifications
3642-EEAE,Eleanore Gundrey,Female,Some Travel,Technology,43,CA,White,3,Information Systems,Data Scientist,Married,1,FALSE,27/06/2014,FALSE,8,6,8,4,48,46-51,California,56053,Unknown,Bachelors 
3EB2-9111,Ginger Blinde,Male,Some Travel,Technology,26,IL,White,4,Information Systems,Data Scientist,Divorced,2,FALSE,17/05/2012,FALSE,10,7,7,8,48,46-51,Illinois,35749,Under 50k,Masters 
C14B-814C,Roby Wintringham,Female,Frequent Traveller,Sales,26,NY,White,4,Economics,Sales Executive,Married,1,FALSE,16/10/2021,FALSE,1,1,1,1,50,46-51,New York,214707,150k-300k,Masters 
6BC3-7371,Gussi Rodrig,Female,No Travel ,Sales,34,IL,White,3,Marketing,Sales Executive,Single,0,FALSE,21/03/2022,FALSE,0,0,0,0,18,18-24,Illinois,49100,Under 50k,Bachelors 
C472-DAAD,Raf Laraway,Non-Binary,Frequent Traveller,Sales,38,IL,Black or African American,1,Economics,Sales Executive,Single,2,TRUE,29/10/2022,FALSE,0,0,0,0,18,18-24,Illinois,59962,Unknown,No Formal Qualifications
7A98-768E,Ericha Tomczykowski,Female,Some Travel,Sales,20,CA,White,3,Technical Degree,Sales Executive,Single,0,FALSE,25/01/2022,TRUE,0,0,0,0,18,18-24,California,58523,Unknown,Bachelors 
F245-F338,Jamie Lavery,Female,Frequent Traveller,Sales,26,CA,White,3,Economics,Sales Executive,Single,2,FALSE,21/06/2022,FALSE,0,0,0,0,18,18-24,California,62054,Unknown,Bachelors 
46E1-5086,Herculie Wasielewicz,Non-Binary,Some Travel,Sales,4,NY,White,4,Marketing ,Sales Executive,Single,3,TRUE,23/03/2022,FALSE,0,0,0,0,18,18-24,New York,74515,Unknown,Masters 
078A-E0F5,Antonino Gillcrist,Male,Some Travel,Sales,18,CA,White,4,Marketing,Sales Executive,Single,0,FALSE,11/02/2022,FALSE,0,0,0,0,18,18-24,California,52198,Unknown,Masters 
A12D-DAF8,Aurelie Littlejohn,Female,Some Travel,Sales,43,CA,White,4,Economics,Sales Executive,Single,0,FALSE,6/02/2022,FALSE,0,0,0,0,18,18-24,California,41708,Under 50k,Masters 
135D-DF79,Lew Muzzall,Male,Frequent Traveller,Sales,41,CA,White,4,Marketing,Sales Executive,Single,2,FALSE,7/02/2022,FALSE,0,0,0,0,18,18-24,California,72639,Unknown,Masters 
AAD3-BCC1,Nikita Pettis,Prefer Not To Say,Some Travel,Sales,9,IL,White,3,Economics,Sales Executive,Single,0,FALSE,19/06/2022,FALSE,0,0,0,0,18,18-24,Illinois,74515,Unknown,Bachelors 
116F-33F1,Iain MacNeilly,Male,Frequent Traveller,Sales,43,NY,White,1,Marketing ,Sales Executive,Single,0,FALSE,15/08/2022,FALSE,0,0,0,0,19,18-24,New York,65010,Unknown,No Formal Qualifications
8E8F-DDC8,Christoffer Peaple,Male,Some Travel,Sales,4,IL,White,4,Marketing,Sales Executive,Single,1,TRUE,28/12/2021,FALSE,1,0,0,1,19,18-24,Illinois,38726,Under 50k,Masters 
6725-A678,Gus Redhouse,Male,Some Travel,Sales,43,CA,White,2,Marketing ,Sales Executive,Single,1,FALSE,26/08/2022,FALSE,0,0,0,0,19,18-24,California,61811,Unknown,High School 
3F9D-8094,Denys Ponten,Male,Frequent Traveller,Sales,13,CA,White,2,Economics,Sales Executive,Single,3,FALSE,16/11/2021,FALSE,1,0,1,0,19,18-24,California,65960,Unknown,High School 
0375-2F04,Lani Raddenbury,Female,No Travel ,Sales,38,IL,White,4,Technical Degree,Sales Executive,Single,2,FALSE,30/11/2021,FALSE,1,0,1,0,19,18-24,Illinois,51673,Unknown,Masters 
5154-0F13,Hilary Easlea,Male,Frequent Traveller,Sales,44,CA,White,3,Marketing,Sales Executive,Single,1,FALSE,27/08/2022,FALSE,0,0,0,0,19,18-24,California,37645,Under 50k,Bachelors 
2BE9-93DB,Walden Hartigan,Male,Some Travel,Sales,5,CA,White,1,Marketing ,Sales Executive,Single,0,FALSE,9/08/2021,FALSE,1,0,1,1,19,18-24,California,53387,Unknown,No Formal Qualifications
DD00-92BB,Clementia Beswick,Non-Binary,Some Travel,Sales,22,CA,White,4,Marketing ,Sales Executive,Single,0,FALSE,9/10/2021,FALSE,1,0,0,1,19,18-24,California,46813,Under 50k,Masters 
0F2B-3457,Steven Bucktrout,Male,Frequent Traveller,Sales,14,NY,White,2,Marketing ,Sales Executive,Single,1,TRUE,10/01/2021,FALSE,1,0,0,1,19,18-24,New York,74458,Unknown,High School 
D051-2C2D,Welby Chansonnau,Non-Binary,Some Travel,Sales,43,CA,White,5,Marketing,Sales Executive,Married,1,FALSE,25/07/2022,FALSE,0,0,0,0,20,18-24,California,39145,Under 50k,Doctorate
CFE3-312D,Jess Hoyte,Male,Frequent Traveller,Sales,36,IL,White,4,Other,Sales Executive,Single,0,TRUE,8/11/2020,TRUE,1,1,1,0,21,18-24,Illinois,46452,Under 50k,Masters 
